ID,Pattern Type,Grime Type,Grime Severity,Directory
65,bridge,iipg,5,./patterns/rep_1/bridge/inst_iipg_5/
66,bridge,iipg,6,./patterns/rep_1/bridge/inst_iipg_6/
67,bridge,iisg,1,./patterns/rep_1/bridge/inst_iisg_1/
68,bridge,iisg,2,./patterns/rep_1/bridge/inst_iisg_2/
69,bridge,iisg,3,./patterns/rep_1/bridge/inst_iisg_3/
70,bridge,iisg,4,./patterns/rep_1/bridge/inst_iisg_4/
71,bridge,iisg,5,./patterns/rep_1/bridge/inst_iisg_5/
72,bridge,iisg,6,./patterns/rep_1/bridge/inst_iisg_6/
73,bridge,iepg,1,./patterns/rep_1/bridge/inst_iepg_1/
74,bridge,iepg,2,./patterns/rep_1/bridge/inst_iepg_2/
75,bridge,iepg,3,./patterns/rep_1/bridge/inst_iepg_3/
76,bridge,iepg,4,./patterns/rep_1/bridge/inst_iepg_4/
77,bridge,iepg,5,./patterns/rep_1/bridge/inst_iepg_5/
78,bridge,iepg,6,./patterns/rep_1/bridge/inst_iepg_6/
79,bridge,iseg,1,./patterns/rep_1/bridge/inst_iseg_1/
80,bridge,iseg,2,./patterns/rep_1/bridge/inst_iseg_2/
81,bridge,iseg,3,./patterns/rep_1/bridge/inst_iseg_3/
82,bridge,iseg,4,./patterns/rep_1/bridge/inst_iseg_4/
83,bridge,iseg,5,./patterns/rep_1/bridge/inst_iseg_5/
84,bridge,iseg,6,./patterns/rep_1/bridge/inst_iseg_6/
85,bridge,picg,1,./patterns/rep_1/bridge/inst_picg_1/
86,bridge,picg,2,./patterns/rep_1/bridge/inst_picg_2/
87,bridge,picg,3,./patterns/rep_1/bridge/inst_picg_3/
88,bridge,picg,4,./patterns/rep_1/bridge/inst_picg_4/
89,bridge,picg,5,./patterns/rep_1/bridge/inst_picg_5/
90,bridge,picg,6,./patterns/rep_1/bridge/inst_picg_6/
91,bridge,pirg,1,./patterns/rep_1/bridge/inst_pirg_1/
92,bridge,pirg,2,./patterns/rep_1/bridge/inst_pirg_2/
93,bridge,pirg,3,./patterns/rep_1/bridge/inst_pirg_3/
94,bridge,pirg,4,./patterns/rep_1/bridge/inst_pirg_4/
95,bridge,pirg,5,./patterns/rep_1/bridge/inst_pirg_5/
96,bridge,pirg,6,./patterns/rep_1/bridge/inst_pirg_6/
97,bridge,pecg,1,./patterns/rep_1/bridge/inst_pecg_1/
98,bridge,pecg,2,./patterns/rep_1/bridge/inst_pecg_2/
99,bridge,pecg,3,./patterns/rep_1/bridge/inst_pecg_3/
100,bridge,pecg,4,./patterns/rep_1/bridge/inst_pecg_4/
101,bridge,pecg,5,./patterns/rep_1/bridge/inst_pecg_5/
102,bridge,pecg,6,./patterns/rep_1/bridge/inst_pecg_6/
103,bridge,perg,1,./patterns/rep_1/bridge/inst_perg_1/
104,bridge,perg,2,./patterns/rep_1/bridge/inst_perg_2/
105,bridge,perg,3,./patterns/rep_1/bridge/inst_perg_3/
106,bridge,perg,4,./patterns/rep_1/bridge/inst_perg_4/
107,bridge,perg,5,./patterns/rep_1/bridge/inst_perg_5/
108,bridge,perg,6,./patterns/rep_1/bridge/inst_perg_6/
109,bridge,mpicg,1,./patterns/rep_1/bridge/inst_mpicg_1/
110,bridge,mpicg,2,./patterns/rep_1/bridge/inst_mpicg_2/
111,bridge,mpicg,3,./patterns/rep_1/bridge/inst_mpicg_3/
112,bridge,mpicg,4,./patterns/rep_1/bridge/inst_mpicg_4/
113,bridge,mpicg,5,./patterns/rep_1/bridge/inst_mpicg_5/
114,bridge,mpicg,6,./patterns/rep_1/bridge/inst_mpicg_6/
115,bridge,mpiug,1,./patterns/rep_1/bridge/inst_mpiug_1/
116,bridge,mpiug,2,./patterns/rep_1/bridge/inst_mpiug_2/
117,bridge,mpiug,3,./patterns/rep_1/bridge/inst_mpiug_3/
118,bridge,mpiug,4,./patterns/rep_1/bridge/inst_mpiug_4/
119,bridge,mpiug,5,./patterns/rep_1/bridge/inst_mpiug_5/
120,bridge,mpiug,6,./patterns/rep_1/bridge/inst_mpiug_6/
121,bridge,mpecg,1,./patterns/rep_1/bridge/inst_mpecg_1/
122,bridge,mpecg,2,./patterns/rep_1/bridge/inst_mpecg_2/
123,bridge,mpecg,3,./patterns/rep_1/bridge/inst_mpecg_3/
124,bridge,mpecg,4,./patterns/rep_1/bridge/inst_mpecg_4/
125,bridge,mpecg,5,./patterns/rep_1/bridge/inst_mpecg_5/
126,bridge,mpecg,6,./patterns/rep_1/bridge/inst_mpecg_6/
127,bridge,mpeug,1,./patterns/rep_1/bridge/inst_mpeug_1/
128,bridge,mpeug,2,./patterns/rep_1/bridge/inst_mpeug_2/
129,bridge,mpeug,3,./patterns/rep_1/bridge/inst_mpeug_3/
130,bridge,mpeug,4,./patterns/rep_1/bridge/inst_mpeug_4/
131,bridge,mpeug,5,./patterns/rep_1/bridge/inst_mpeug_5/
132,bridge,mpeug,6,./patterns/rep_1/bridge/inst_mpeug_6/
133,bridge,mticg,1,./patterns/rep_1/bridge/inst_mticg_1/
134,bridge,mticg,2,./patterns/rep_1/bridge/inst_mticg_2/
135,bridge,mticg,3,./patterns/rep_1/bridge/inst_mticg_3/
136,bridge,mticg,4,./patterns/rep_1/bridge/inst_mticg_4/
137,bridge,mticg,5,./patterns/rep_1/bridge/inst_mticg_5/
138,bridge,mticg,6,./patterns/rep_1/bridge/inst_mticg_6/
139,bridge,mticg,1,./patterns/rep_1/bridge/inst_mticg_1/
140,bridge,mticg,2,./patterns/rep_1/bridge/inst_mticg_2/
141,bridge,mticg,3,./patterns/rep_1/bridge/inst_mticg_3/
142,bridge,mticg,4,./patterns/rep_1/bridge/inst_mticg_4/
143,bridge,mticg,5,./patterns/rep_1/bridge/inst_mticg_5/
144,bridge,mticg,6,./patterns/rep_1/bridge/inst_mticg_6/
145,bridge,mtiug,1,./patterns/rep_1/bridge/inst_mtiug_1/
146,bridge,mtiug,2,./patterns/rep_1/bridge/inst_mtiug_2/
147,bridge,mtiug,3,./patterns/rep_1/bridge/inst_mtiug_3/
148,bridge,mtiug,4,./patterns/rep_1/bridge/inst_mtiug_4/
149,bridge,mtiug,5,./patterns/rep_1/bridge/inst_mtiug_5/
150,bridge,mtiug,6,./patterns/rep_1/bridge/inst_mtiug_6/
151,bridge,mtecg,1,./patterns/rep_1/bridge/inst_mtecg_1/
152,bridge,mtecg,2,./patterns/rep_1/bridge/inst_mtecg_2/
153,bridge,mtecg,3,./patterns/rep_1/bridge/inst_mtecg_3/
154,bridge,mtecg,4,./patterns/rep_1/bridge/inst_mtecg_4/
155,bridge,mtecg,5,./patterns/rep_1/bridge/inst_mtecg_5/
156,bridge,mtecg,6,./patterns/rep_1/bridge/inst_mtecg_6/
157,bridge,mteug,1,./patterns/rep_1/bridge/inst_mteug_1/
158,bridge,mteug,2,./patterns/rep_1/bridge/inst_mteug_2/
159,bridge,mteug,3,./patterns/rep_1/bridge/inst_mteug_3/
160,bridge,mteug,4,./patterns/rep_1/bridge/inst_mteug_4/
161,bridge,mteug,5,./patterns/rep_1/bridge/inst_mteug_5/
162,bridge,mteug,6,./patterns/rep_1/bridge/inst_mteug_6/
163,chainOfResponsibility,mteug,7,./patterns/rep_1/chainOfResponsibility/control/
164,chainOfResponsibility,pig,1,./patterns/rep_1/chainOfResponsibility/inst_pig_1/
165,chainOfResponsibility,pig,2,./patterns/rep_1/chainOfResponsibility/inst_pig_2/
166,chainOfResponsibility,pig,3,./patterns/rep_1/chainOfResponsibility/inst_pig_3/
167,chainOfResponsibility,pig,4,./patterns/rep_1/chainOfResponsibility/inst_pig_4/
168,chainOfResponsibility,pig,5,./patterns/rep_1/chainOfResponsibility/inst_pig_5/
169,chainOfResponsibility,pig,6,./patterns/rep_1/chainOfResponsibility/inst_pig_6/
170,chainOfResponsibility,peag,1,./patterns/rep_1/chainOfResponsibility/inst_peag_1/
171,chainOfResponsibility,peag,2,./patterns/rep_1/chainOfResponsibility/inst_peag_2/
172,chainOfResponsibility,peag,3,./patterns/rep_1/chainOfResponsibility/inst_peag_3/
173,chainOfResponsibility,peag,4,./patterns/rep_1/chainOfResponsibility/inst_peag_4/
174,chainOfResponsibility,peag,5,./patterns/rep_1/chainOfResponsibility/inst_peag_5/
175,chainOfResponsibility,peag,6,./patterns/rep_1/chainOfResponsibility/inst_peag_6/
176,chainOfResponsibility,peeg,1,./patterns/rep_1/chainOfResponsibility/inst_peeg_1/
177,chainOfResponsibility,peeg,2,./patterns/rep_1/chainOfResponsibility/inst_peeg_2/
178,chainOfResponsibility,peeg,3,./patterns/rep_1/chainOfResponsibility/inst_peeg_3/
179,chainOfResponsibility,peeg,4,./patterns/rep_1/chainOfResponsibility/inst_peeg_4/
180,chainOfResponsibility,peeg,5,./patterns/rep_1/chainOfResponsibility/inst_peeg_5/
181,chainOfResponsibility,peeg,6,./patterns/rep_1/chainOfResponsibility/inst_peeg_6/
182,chainOfResponsibility,tig,1,./patterns/rep_1/chainOfResponsibility/inst_tig_1/
183,chainOfResponsibility,tig,2,./patterns/rep_1/chainOfResponsibility/inst_tig_2/
184,chainOfResponsibility,tig,3,./patterns/rep_1/chainOfResponsibility/inst_tig_3/
185,chainOfResponsibility,tig,4,./patterns/rep_1/chainOfResponsibility/inst_tig_4/
186,chainOfResponsibility,tig,5,./patterns/rep_1/chainOfResponsibility/inst_tig_5/
187,chainOfResponsibility,tig,6,./patterns/rep_1/chainOfResponsibility/inst_tig_6/
188,chainOfResponsibility,teag,1,./patterns/rep_1/chainOfResponsibility/inst_teag_1/
189,chainOfResponsibility,teag,2,./patterns/rep_1/chainOfResponsibility/inst_teag_2/
190,chainOfResponsibility,teag,3,./patterns/rep_1/chainOfResponsibility/inst_teag_3/
191,chainOfResponsibility,teag,4,./patterns/rep_1/chainOfResponsibility/inst_teag_4/
192,chainOfResponsibility,teag,5,./patterns/rep_1/chainOfResponsibility/inst_teag_5/
193,chainOfResponsibility,teag,6,./patterns/rep_1/chainOfResponsibility/inst_teag_6/
194,chainOfResponsibility,teeg,1,./patterns/rep_1/chainOfResponsibility/inst_teeg_1/
195,chainOfResponsibility,teeg,2,./patterns/rep_1/chainOfResponsibility/inst_teeg_2/
196,chainOfResponsibility,teeg,3,./patterns/rep_1/chainOfResponsibility/inst_teeg_3/
197,chainOfResponsibility,teeg,4,./patterns/rep_1/chainOfResponsibility/inst_teeg_4/
198,chainOfResponsibility,teeg,5,./patterns/rep_1/chainOfResponsibility/inst_teeg_5/
199,chainOfResponsibility,teeg,6,./patterns/rep_1/chainOfResponsibility/inst_teeg_6/
200,chainOfResponsibility,dipg,1,./patterns/rep_1/chainOfResponsibility/inst_dipg_1/
201,chainOfResponsibility,dipg,2,./patterns/rep_1/chainOfResponsibility/inst_dipg_2/
202,chainOfResponsibility,dipg,3,./patterns/rep_1/chainOfResponsibility/inst_dipg_3/
203,chainOfResponsibility,dipg,4,./patterns/rep_1/chainOfResponsibility/inst_dipg_4/
204,chainOfResponsibility,dipg,5,./patterns/rep_1/chainOfResponsibility/inst_dipg_5/
205,chainOfResponsibility,dipg,6,./patterns/rep_1/chainOfResponsibility/inst_dipg_6/
206,chainOfResponsibility,disg,1,./patterns/rep_1/chainOfResponsibility/inst_disg_1/
207,chainOfResponsibility,disg,2,./patterns/rep_1/chainOfResponsibility/inst_disg_2/
208,chainOfResponsibility,disg,3,./patterns/rep_1/chainOfResponsibility/inst_disg_3/
209,chainOfResponsibility,disg,4,./patterns/rep_1/chainOfResponsibility/inst_disg_4/
210,chainOfResponsibility,disg,5,./patterns/rep_1/chainOfResponsibility/inst_disg_5/
211,chainOfResponsibility,disg,6,./patterns/rep_1/chainOfResponsibility/inst_disg_6/
212,chainOfResponsibility,depg,1,./patterns/rep_1/chainOfResponsibility/inst_depg_1/
213,chainOfResponsibility,depg,2,./patterns/rep_1/chainOfResponsibility/inst_depg_2/
214,chainOfResponsibility,depg,3,./patterns/rep_1/chainOfResponsibility/inst_depg_3/
215,chainOfResponsibility,depg,4,./patterns/rep_1/chainOfResponsibility/inst_depg_4/
216,chainOfResponsibility,depg,5,./patterns/rep_1/chainOfResponsibility/inst_depg_5/
217,chainOfResponsibility,depg,6,./patterns/rep_1/chainOfResponsibility/inst_depg_6/
218,chainOfResponsibility,desg,1,./patterns/rep_1/chainOfResponsibility/inst_desg_1/
219,chainOfResponsibility,desg,2,./patterns/rep_1/chainOfResponsibility/inst_desg_2/
220,chainOfResponsibility,desg,3,./patterns/rep_1/chainOfResponsibility/inst_desg_3/
221,chainOfResponsibility,desg,4,./patterns/rep_1/chainOfResponsibility/inst_desg_4/
222,chainOfResponsibility,desg,5,./patterns/rep_1/chainOfResponsibility/inst_desg_5/
223,chainOfResponsibility,desg,6,./patterns/rep_1/chainOfResponsibility/inst_desg_6/
224,chainOfResponsibility,iipg,1,./patterns/rep_1/chainOfResponsibility/inst_iipg_1/
225,chainOfResponsibility,iipg,2,./patterns/rep_1/chainOfResponsibility/inst_iipg_2/
226,chainOfResponsibility,iipg,3,./patterns/rep_1/chainOfResponsibility/inst_iipg_3/
227,chainOfResponsibility,iipg,4,./patterns/rep_1/chainOfResponsibility/inst_iipg_4/
228,chainOfResponsibility,iipg,5,./patterns/rep_1/chainOfResponsibility/inst_iipg_5/
229,chainOfResponsibility,iipg,6,./patterns/rep_1/chainOfResponsibility/inst_iipg_6/
230,chainOfResponsibility,iisg,1,./patterns/rep_1/chainOfResponsibility/inst_iisg_1/
231,chainOfResponsibility,iisg,2,./patterns/rep_1/chainOfResponsibility/inst_iisg_2/
232,chainOfResponsibility,iisg,3,./patterns/rep_1/chainOfResponsibility/inst_iisg_3/
233,chainOfResponsibility,iisg,4,./patterns/rep_1/chainOfResponsibility/inst_iisg_4/
234,chainOfResponsibility,iisg,5,./patterns/rep_1/chainOfResponsibility/inst_iisg_5/
235,chainOfResponsibility,iisg,6,./patterns/rep_1/chainOfResponsibility/inst_iisg_6/
236,chainOfResponsibility,iepg,1,./patterns/rep_1/chainOfResponsibility/inst_iepg_1/
237,chainOfResponsibility,iepg,2,./patterns/rep_1/chainOfResponsibility/inst_iepg_2/
238,chainOfResponsibility,iepg,3,./patterns/rep_1/chainOfResponsibility/inst_iepg_3/
239,chainOfResponsibility,iepg,4,./patterns/rep_1/chainOfResponsibility/inst_iepg_4/
240,chainOfResponsibility,iepg,5,./patterns/rep_1/chainOfResponsibility/inst_iepg_5/
241,chainOfResponsibility,iepg,6,./patterns/rep_1/chainOfResponsibility/inst_iepg_6/
242,chainOfResponsibility,iseg,1,./patterns/rep_1/chainOfResponsibility/inst_iseg_1/
243,chainOfResponsibility,iseg,2,./patterns/rep_1/chainOfResponsibility/inst_iseg_2/
244,chainOfResponsibility,iseg,3,./patterns/rep_1/chainOfResponsibility/inst_iseg_3/
245,chainOfResponsibility,iseg,4,./patterns/rep_1/chainOfResponsibility/inst_iseg_4/
246,chainOfResponsibility,iseg,5,./patterns/rep_1/chainOfResponsibility/inst_iseg_5/
247,chainOfResponsibility,iseg,6,./patterns/rep_1/chainOfResponsibility/inst_iseg_6/
248,chainOfResponsibility,picg,1,./patterns/rep_1/chainOfResponsibility/inst_picg_1/
249,chainOfResponsibility,picg,2,./patterns/rep_1/chainOfResponsibility/inst_picg_2/
250,chainOfResponsibility,picg,3,./patterns/rep_1/chainOfResponsibility/inst_picg_3/
251,chainOfResponsibility,picg,4,./patterns/rep_1/chainOfResponsibility/inst_picg_4/
252,chainOfResponsibility,picg,5,./patterns/rep_1/chainOfResponsibility/inst_picg_5/
253,chainOfResponsibility,picg,6,./patterns/rep_1/chainOfResponsibility/inst_picg_6/
254,chainOfResponsibility,pirg,1,./patterns/rep_1/chainOfResponsibility/inst_pirg_1/
255,chainOfResponsibility,pirg,2,./patterns/rep_1/chainOfResponsibility/inst_pirg_2/
256,chainOfResponsibility,pirg,3,./patterns/rep_1/chainOfResponsibility/inst_pirg_3/
257,chainOfResponsibility,pirg,4,./patterns/rep_1/chainOfResponsibility/inst_pirg_4/
258,chainOfResponsibility,pirg,5,./patterns/rep_1/chainOfResponsibility/inst_pirg_5/
259,chainOfResponsibility,pirg,6,./patterns/rep_1/chainOfResponsibility/inst_pirg_6/
260,chainOfResponsibility,pecg,1,./patterns/rep_1/chainOfResponsibility/inst_pecg_1/
261,chainOfResponsibility,pecg,2,./patterns/rep_1/chainOfResponsibility/inst_pecg_2/
262,chainOfResponsibility,pecg,3,./patterns/rep_1/chainOfResponsibility/inst_pecg_3/
263,chainOfResponsibility,pecg,4,./patterns/rep_1/chainOfResponsibility/inst_pecg_4/
264,chainOfResponsibility,pecg,5,./patterns/rep_1/chainOfResponsibility/inst_pecg_5/
265,chainOfResponsibility,pecg,6,./patterns/rep_1/chainOfResponsibility/inst_pecg_6/
266,chainOfResponsibility,perg,1,./patterns/rep_1/chainOfResponsibility/inst_perg_1/
267,chainOfResponsibility,perg,2,./patterns/rep_1/chainOfResponsibility/inst_perg_2/
268,chainOfResponsibility,perg,3,./patterns/rep_1/chainOfResponsibility/inst_perg_3/
269,chainOfResponsibility,perg,4,./patterns/rep_1/chainOfResponsibility/inst_perg_4/
270,chainOfResponsibility,perg,5,./patterns/rep_1/chainOfResponsibility/inst_perg_5/
271,chainOfResponsibility,perg,6,./patterns/rep_1/chainOfResponsibility/inst_perg_6/
272,chainOfResponsibility,mpicg,1,./patterns/rep_1/chainOfResponsibility/inst_mpicg_1/
273,chainOfResponsibility,mpicg,2,./patterns/rep_1/chainOfResponsibility/inst_mpicg_2/
274,chainOfResponsibility,mpicg,3,./patterns/rep_1/chainOfResponsibility/inst_mpicg_3/
275,chainOfResponsibility,mpicg,4,./patterns/rep_1/chainOfResponsibility/inst_mpicg_4/
276,chainOfResponsibility,mpicg,5,./patterns/rep_1/chainOfResponsibility/inst_mpicg_5/
277,chainOfResponsibility,mpicg,6,./patterns/rep_1/chainOfResponsibility/inst_mpicg_6/
278,chainOfResponsibility,mpiug,1,./patterns/rep_1/chainOfResponsibility/inst_mpiug_1/
279,chainOfResponsibility,mpiug,2,./patterns/rep_1/chainOfResponsibility/inst_mpiug_2/
280,chainOfResponsibility,mpiug,3,./patterns/rep_1/chainOfResponsibility/inst_mpiug_3/
281,chainOfResponsibility,mpiug,4,./patterns/rep_1/chainOfResponsibility/inst_mpiug_4/
282,chainOfResponsibility,mpiug,5,./patterns/rep_1/chainOfResponsibility/inst_mpiug_5/
283,chainOfResponsibility,mpiug,6,./patterns/rep_1/chainOfResponsibility/inst_mpiug_6/
284,chainOfResponsibility,mpecg,1,./patterns/rep_1/chainOfResponsibility/inst_mpecg_1/
285,chainOfResponsibility,mpecg,2,./patterns/rep_1/chainOfResponsibility/inst_mpecg_2/
286,chainOfResponsibility,mpecg,3,./patterns/rep_1/chainOfResponsibility/inst_mpecg_3/
287,chainOfResponsibility,mpecg,4,./patterns/rep_1/chainOfResponsibility/inst_mpecg_4/
288,chainOfResponsibility,mpecg,5,./patterns/rep_1/chainOfResponsibility/inst_mpecg_5/
289,chainOfResponsibility,mpecg,6,./patterns/rep_1/chainOfResponsibility/inst_mpecg_6/
290,chainOfResponsibility,mpeug,1,./patterns/rep_1/chainOfResponsibility/inst_mpeug_1/
291,chainOfResponsibility,mpeug,2,./patterns/rep_1/chainOfResponsibility/inst_mpeug_2/
292,chainOfResponsibility,mpeug,3,./patterns/rep_1/chainOfResponsibility/inst_mpeug_3/
293,chainOfResponsibility,mpeug,4,./patterns/rep_1/chainOfResponsibility/inst_mpeug_4/
294,chainOfResponsibility,mpeug,5,./patterns/rep_1/chainOfResponsibility/inst_mpeug_5/
295,chainOfResponsibility,mpeug,6,./patterns/rep_1/chainOfResponsibility/inst_mpeug_6/
296,chainOfResponsibility,mticg,1,./patterns/rep_1/chainOfResponsibility/inst_mticg_1/
297,chainOfResponsibility,mticg,2,./patterns/rep_1/chainOfResponsibility/inst_mticg_2/
298,chainOfResponsibility,mticg,3,./patterns/rep_1/chainOfResponsibility/inst_mticg_3/
299,chainOfResponsibility,mticg,4,./patterns/rep_1/chainOfResponsibility/inst_mticg_4/
300,chainOfResponsibility,mticg,5,./patterns/rep_1/chainOfResponsibility/inst_mticg_5/
301,chainOfResponsibility,mticg,6,./patterns/rep_1/chainOfResponsibility/inst_mticg_6/
302,chainOfResponsibility,mticg,1,./patterns/rep_1/chainOfResponsibility/inst_mticg_1/
303,chainOfResponsibility,mticg,2,./patterns/rep_1/chainOfResponsibility/inst_mticg_2/
304,chainOfResponsibility,mticg,3,./patterns/rep_1/chainOfResponsibility/inst_mticg_3/
305,chainOfResponsibility,mticg,4,./patterns/rep_1/chainOfResponsibility/inst_mticg_4/
306,chainOfResponsibility,mticg,5,./patterns/rep_1/chainOfResponsibility/inst_mticg_5/
307,chainOfResponsibility,mticg,6,./patterns/rep_1/chainOfResponsibility/inst_mticg_6/
308,chainOfResponsibility,mtiug,1,./patterns/rep_1/chainOfResponsibility/inst_mtiug_1/
309,chainOfResponsibility,mtiug,2,./patterns/rep_1/chainOfResponsibility/inst_mtiug_2/
310,chainOfResponsibility,mtiug,3,./patterns/rep_1/chainOfResponsibility/inst_mtiug_3/
311,chainOfResponsibility,mtiug,4,./patterns/rep_1/chainOfResponsibility/inst_mtiug_4/
312,chainOfResponsibility,mtiug,5,./patterns/rep_1/chainOfResponsibility/inst_mtiug_5/
313,chainOfResponsibility,mtiug,6,./patterns/rep_1/chainOfResponsibility/inst_mtiug_6/
314,chainOfResponsibility,mtecg,1,./patterns/rep_1/chainOfResponsibility/inst_mtecg_1/
315,chainOfResponsibility,mtecg,2,./patterns/rep_1/chainOfResponsibility/inst_mtecg_2/
316,chainOfResponsibility,mtecg,3,./patterns/rep_1/chainOfResponsibility/inst_mtecg_3/
317,chainOfResponsibility,mtecg,4,./patterns/rep_1/chainOfResponsibility/inst_mtecg_4/
318,chainOfResponsibility,mtecg,5,./patterns/rep_1/chainOfResponsibility/inst_mtecg_5/
319,chainOfResponsibility,mtecg,6,./patterns/rep_1/chainOfResponsibility/inst_mtecg_6/
320,chainOfResponsibility,mteug,1,./patterns/rep_1/chainOfResponsibility/inst_mteug_1/
321,chainOfResponsibility,mteug,2,./patterns/rep_1/chainOfResponsibility/inst_mteug_2/
322,chainOfResponsibility,mteug,3,./patterns/rep_1/chainOfResponsibility/inst_mteug_3/
323,chainOfResponsibility,mteug,4,./patterns/rep_1/chainOfResponsibility/inst_mteug_4/
324,chainOfResponsibility,mteug,5,./patterns/rep_1/chainOfResponsibility/inst_mteug_5/
325,chainOfResponsibility,mteug,6,./patterns/rep_1/chainOfResponsibility/inst_mteug_6/
326,command,mteug,7,./patterns/rep_1/command/control/
327,command,pig,1,./patterns/rep_1/command/inst_pig_1/
328,command,pig,2,./patterns/rep_1/command/inst_pig_2/
329,command,pig,3,./patterns/rep_1/command/inst_pig_3/
330,command,pig,4,./patterns/rep_1/command/inst_pig_4/
331,command,pig,5,./patterns/rep_1/command/inst_pig_5/
332,command,pig,6,./patterns/rep_1/command/inst_pig_6/
333,command,peag,1,./patterns/rep_1/command/inst_peag_1/
334,command,peag,2,./patterns/rep_1/command/inst_peag_2/
335,command,peag,3,./patterns/rep_1/command/inst_peag_3/
336,command,peag,4,./patterns/rep_1/command/inst_peag_4/
337,command,peag,5,./patterns/rep_1/command/inst_peag_5/
338,command,peag,6,./patterns/rep_1/command/inst_peag_6/
339,command,peeg,1,./patterns/rep_1/command/inst_peeg_1/
340,command,peeg,2,./patterns/rep_1/command/inst_peeg_2/
341,command,peeg,3,./patterns/rep_1/command/inst_peeg_3/
342,command,peeg,4,./patterns/rep_1/command/inst_peeg_4/
343,command,peeg,5,./patterns/rep_1/command/inst_peeg_5/
344,command,peeg,6,./patterns/rep_1/command/inst_peeg_6/
345,command,tig,1,./patterns/rep_1/command/inst_tig_1/
346,command,tig,2,./patterns/rep_1/command/inst_tig_2/
347,command,tig,3,./patterns/rep_1/command/inst_tig_3/
348,command,tig,4,./patterns/rep_1/command/inst_tig_4/
349,command,tig,5,./patterns/rep_1/command/inst_tig_5/
350,command,tig,6,./patterns/rep_1/command/inst_tig_6/
351,command,teag,1,./patterns/rep_1/command/inst_teag_1/
352,command,teag,2,./patterns/rep_1/command/inst_teag_2/
353,command,teag,3,./patterns/rep_1/command/inst_teag_3/
354,command,teag,4,./patterns/rep_1/command/inst_teag_4/
355,command,teag,5,./patterns/rep_1/command/inst_teag_5/
356,command,teag,6,./patterns/rep_1/command/inst_teag_6/
357,command,teeg,1,./patterns/rep_1/command/inst_teeg_1/
358,command,teeg,2,./patterns/rep_1/command/inst_teeg_2/
359,command,teeg,3,./patterns/rep_1/command/inst_teeg_3/
360,command,teeg,4,./patterns/rep_1/command/inst_teeg_4/
361,command,teeg,5,./patterns/rep_1/command/inst_teeg_5/
362,command,teeg,6,./patterns/rep_1/command/inst_teeg_6/
363,command,dipg,1,./patterns/rep_1/command/inst_dipg_1/
364,command,dipg,2,./patterns/rep_1/command/inst_dipg_2/
365,command,dipg,3,./patterns/rep_1/command/inst_dipg_3/
366,command,dipg,4,./patterns/rep_1/command/inst_dipg_4/
367,command,dipg,5,./patterns/rep_1/command/inst_dipg_5/
368,command,dipg,6,./patterns/rep_1/command/inst_dipg_6/
369,command,disg,1,./patterns/rep_1/command/inst_disg_1/
370,command,disg,2,./patterns/rep_1/command/inst_disg_2/
371,command,disg,3,./patterns/rep_1/command/inst_disg_3/
372,command,disg,4,./patterns/rep_1/command/inst_disg_4/
373,command,disg,5,./patterns/rep_1/command/inst_disg_5/
374,command,disg,6,./patterns/rep_1/command/inst_disg_6/
375,command,depg,1,./patterns/rep_1/command/inst_depg_1/
376,command,depg,2,./patterns/rep_1/command/inst_depg_2/
377,command,depg,3,./patterns/rep_1/command/inst_depg_3/
378,command,depg,4,./patterns/rep_1/command/inst_depg_4/
379,command,depg,5,./patterns/rep_1/command/inst_depg_5/
380,command,depg,6,./patterns/rep_1/command/inst_depg_6/
381,command,desg,1,./patterns/rep_1/command/inst_desg_1/
382,command,desg,2,./patterns/rep_1/command/inst_desg_2/
383,command,desg,3,./patterns/rep_1/command/inst_desg_3/
384,command,desg,4,./patterns/rep_1/command/inst_desg_4/
385,command,desg,5,./patterns/rep_1/command/inst_desg_5/
386,command,desg,6,./patterns/rep_1/command/inst_desg_6/
387,command,iipg,1,./patterns/rep_1/command/inst_iipg_1/
388,command,iipg,2,./patterns/rep_1/command/inst_iipg_2/
389,command,iipg,3,./patterns/rep_1/command/inst_iipg_3/
390,command,iipg,4,./patterns/rep_1/command/inst_iipg_4/
391,command,iipg,5,./patterns/rep_1/command/inst_iipg_5/
392,command,iipg,6,./patterns/rep_1/command/inst_iipg_6/
393,command,iisg,1,./patterns/rep_1/command/inst_iisg_1/
394,command,iisg,2,./patterns/rep_1/command/inst_iisg_2/
395,command,iisg,3,./patterns/rep_1/command/inst_iisg_3/
396,command,iisg,4,./patterns/rep_1/command/inst_iisg_4/
397,command,iisg,5,./patterns/rep_1/command/inst_iisg_5/
398,command,iisg,6,./patterns/rep_1/command/inst_iisg_6/
399,command,iepg,1,./patterns/rep_1/command/inst_iepg_1/
400,command,iepg,2,./patterns/rep_1/command/inst_iepg_2/
401,command,iepg,3,./patterns/rep_1/command/inst_iepg_3/
402,command,iepg,4,./patterns/rep_1/command/inst_iepg_4/
403,command,iepg,5,./patterns/rep_1/command/inst_iepg_5/
404,command,iepg,6,./patterns/rep_1/command/inst_iepg_6/
405,command,iseg,1,./patterns/rep_1/command/inst_iseg_1/
406,command,iseg,2,./patterns/rep_1/command/inst_iseg_2/
407,command,iseg,3,./patterns/rep_1/command/inst_iseg_3/
408,command,iseg,4,./patterns/rep_1/command/inst_iseg_4/
409,command,iseg,5,./patterns/rep_1/command/inst_iseg_5/
